编号	顾客人数	到来时刻	等待用时	就餐时刻	就餐用时	离开时刻
198			7		17:59		0:00		17:59		0:14		18:13
199			5		18:01		0:00		18:01		0:15		18:16
200			7		18:02		0:00		18:02		0:22		18:24
201			2		18:06		0:00		18:06		0:06		18:12
202			7		18:07		0:00		18:07		0:25		18:32
203			7		18:10		0:00		18:10		0:06		18:16
204			4		18:13		0:00		18:13		0:19		18:32
205			1		18:14		0:00		18:14		0:13		18:27
206			8		18:15		0:00		18:15		0:27		18:42
207			1		18:16		0:00		18:16		0:25		18:41
208			8		18:17		0:00		18:17		0:13		18:30
209			2		18:19		0:00		18:19		0:19		18:38
210			4		18:19		0:00		18:19		0:15		18:34
211			5		18:19		0:00		18:19		0:17		18:36
212			2		18:20		0:00		18:20		0:17		18:37
213			3		18:26		0:00		18:26		0:05		18:31
214			1		18:29		0:00		18:29		0:06		18:35
215			5		18:29		0:00		18:29		0:05		18:34
216			5		18:30		0:00		18:30		0:20		18:50
217			7		18:32		0:00		18:32		0:16		18:48
218			4		18:33		0:00		18:33		0:06		18:39
219			7		18:41		0:00		18:41		0:13		18:54
220			4		18:46		0:00		18:46		0:24		19:10
221			6		18:47		0:00		18:47		0:17		19:04
222			8		18:49		0:00		18:49		0:27		19:16
223			1		18:50		0:00		18:50		0:14		19:04
224			6		18:50		0:00		18:50		0:29		19:19
225			3		18:52		0:00		18:52		0:26		19:18
226			2		18:53		0:00		18:53		0:29		19:22
227			5		18:53		0:00		18:53		0:21		19:14
228			3		18:58		0:00		18:58		0:16		19:14
229			2		19:01		0:00		19:01		0:15		19:16
230			5		19:01		0:00		19:01		0:25		19:26
231			8		19:07		0:00		19:07		0:14		19:21
232			2		19:11		0:00		19:11		0:16		19:27
233			5		19:14		0:00		19:14		0:15		19:29
234			4		19:15		0:00		19:15		0:06		19:21
235			2		19:17		0:00		19:17		0:16		19:33
236			6		19:29		0:00		19:29		0:05		19:34
237			6		19:31		0:00		19:31		0:17		19:48
238			8		19:31		0:00		19:31		0:29		20:00
239			6		19:32		0:00		19:32		0:26		19:58
240			5		19:33		0:00		19:33		0:27		20:00
241			8		19:34		0:00		19:34		0:08		19:42
242			7		19:35		0:00		19:35		0:12		19:47
243			6		19:36		0:00		19:36		0:23		19:59
244			8		19:37		0:00		19:37		0:06		19:43
245			2		19:44		0:00		19:44		0:08		19:52
246			7		19:45		0:00		19:45		0:19		20:04
247			2		19:47		0:00		19:47		0:13		20:00
248			2		19:51		0:00		19:51		0:05		19:56
249			4		19:54		0:00		19:54		0:27		20:21
250			5		19:54		0:00		19:54		0:09		20:03
251			1		19:59		0:00		19:59		0:18		20:17
252			4		20:00		0:00		20:00		0:26		20:26
253			6		20:01		0:00		20:01		0:19		20:20
254			3		20:03		0:00		20:03		0:29		20:32
255			4		20:05		0:00		20:05		0:15		20:20
256			2		20:08		0:00		20:08		0:19		20:27
257			1		20:14		0:00		20:14		0:11		20:25
258			2		20:14		0:00		20:14		0:26		20:40
259			4		20:16		0:00		20:16		0:08		20:24
260			3		20:17		0:00		20:17		0:27		20:44
261			5		20:17		0:00		20:17		0:06		20:23
262			4		20:18		0:00		20:18		0:26		20:44
263			8		20:20		0:00		20:20		0:30		20:50
264			1		20:24		0:00		20:24		0:20		20:44
265			5		20:24		0:00		20:24		0:18		20:42
266			7		20:24		0:00		20:24		0:16		20:40
267			6		20:26		0:00		20:26		0:07		20:33
268			3		20:28		0:00		20:28		0:08		20:36
269			5		20:29		0:00		20:29		0:25		20:54
270			2		20:30		0:00		20:30		0:27		20:57
271			8		20:31		0:00		20:31		0:19		20:50
272			7		20:32		0:00		20:32		0:05		20:37
273			6		20:33		0:00		20:33		0:10		20:43
274			5		20:35		0:02		20:37		0:23		21:00
275			1		20:38		0:00		20:38		0:26		21:04
276			1		20:40		0:00		20:40		0:09		20:49
277			4		20:42		0:00		20:42		0:18		21:00
278			7		20:42		0:00		20:42		0:30		21:12
279			4		20:44		0:00		20:44		0:21		21:05
280			7		20:44		0:06		20:50		0:11		21:01
281			8		20:44		0:06		20:50		0:10		21:00
282			1		20:49		0:00		20:49		0:17		21:06
283			7		20:49		0:05		20:54		0:22		21:16
284			1		20:51		0:00		20:51		0:28		21:19
285			6		20:51		0:00		20:51		0:15		21:06
286			3		20:52		0:00		20:52		0:12		21:04
287			2		20:53		0:00		20:53		0:23		21:16
288			6		20:57		0:00		20:57		0:10		21:07
289			6		21:01		0:00		21:01		0:24		21:25
290			2		21:04		0:00		21:04		0:21		21:25
291			8		21:04		0:00		21:04		0:28		21:32
292			8		21:10		0:00		21:10		0:23		21:33
293			1		21:18		0:00		21:18		0:20		21:38
294			6		21:18		0:00		21:18		0:14		21:32
295			1		21:22		0:00		21:22		0:20		21:42
296			2		21:22		0:00		21:22		0:14		21:36
297			6		21:23		0:00		21:23		0:18		21:41
298			8		21:25		0:00		21:25		0:26		21:51
299			3		21:26		0:00		21:26		0:08		21:34
300			7		21:28		0:00		21:28		0:05		21:33
301			2		21:47		0:00		21:47		0:14		22:01
302			8		21:47		0:00		21:47		0:24		22:11
303			8		21:52		0:00		21:52		0:27		22:19
304			1		21:55		0:00		21:55		0:08		22:03
305			3		21:56		0:00		21:56		0:30		22:26
306			6		21:59		0:00		21:59		0:11		22:10
307			4		22:02		0:00		22:02		0:07		22:09
308			3		22:03		0:00		22:03		0:29		22:32
309			7		22:04		0:00		22:04		0:24		22:28
310			2		22:05		0:00		22:05		0:05		22:10
311			7		22:06		0:00		22:06		0:20		22:26
312			7		22:07		0:00		22:07		0:29		22:36
313			5		22:08		0:00		22:08		0:13		22:21
314			3		22:10		0:00		22:10		0:14		22:24
315			5		22:12		0:00		22:12		0:20		22:32
316			4		22:16		0:00		22:16		0:23		22:39
317			8		22:16		0:00		22:16		0:16		22:32
318			4		22:19		0:00		22:19		0:26		22:45
319			7		22:20		0:00		22:20		0:18		22:38
320			1		22:23		0:00		22:23		0:12		22:35
321			3		22:23		0:00		22:23		0:28		22:51
322			4		22:23		0:00		22:23		0:11		22:34
323			5		22:24		0:00		22:24		0:11		22:35
324			7		22:28		0:00		22:28		0:22		22:50
325			8		22:32		0:00		22:32		0:27		22:59
326			5		22:34		0:00		22:34		0:23		22:57
327			1		22:37		0:00		22:37		0:18		22:55
328			4		22:38		0:00		22:38		0:10		22:48
329			6		22:38		0:00		22:38		0:19		22:57
330			7		22:38		0:00		22:38		0:25		23:03
331			3		22:40		0:00		22:40		0:12		22:52
332			7		22:40		0:00		22:40		0:28		23:08
333			1		22:41		0:00		22:41		0:15		22:56
334			5		22:42		0:00		22:42		0:06		22:48
335			5		22:44		0:00		22:44		0:17		23:01
336			2		22:45		0:00		22:45		0:20		23:05
337			4		22:45		0:00		22:45		0:28		23:13
338			7		22:45		0:05		22:50		0:20		23:10
339			3		22:49		0:00		22:49		0:29		23:18
340			5		22:49		0:00		22:49		0:07		22:56
341			7		22:50		0:09		22:59		0:27		23:26
342			3		22:55		0:00		22:55		0:09		23:04
343			7		22:56		0:05		23:01		0:18		23:19
344			7		22:59		0:04		23:03		0:18		23:21
345			6		23:01		0:00		23:01		0:30		23:31
346			8		23:01		0:07		23:08		0:09		23:17
347			1		23:06		0:00		23:06		0:06		23:12
348			5		23:08		0:00		23:08		0:16		23:24
349			4		23:11		0:00		23:11		0:20		23:31
350			5		23:16		0:00		23:16		0:29		23:45
351			6		23:18		0:00		23:18		0:19		23:37
352			5		23:19		0:00		23:19		0:17		23:36
353			6		23:19		0:00		23:19		0:19		23:38
354			2		23:21		0:00		23:21		0:26		23:47
355			4		23:21		0:00		23:21		0:24		23:45
356			2		23:22		0:00		23:22		0:26		23:48
357			3		23:24		0:00		23:24		0:12		23:36
358			3		23:26		0:00		23:26		0:20		23:46
359			5		23:26		0:00		23:26		0:28		23:54
360			1		23:29		0:00		23:29		0:26		23:55
361			3		23:30		0:00		23:30		0:28		23:58
362			6		23:31		0:00		23:31		0:22		23:53
363			3		23:35		0:00		23:35		0:10		23:45
364			8		23:35		0:00		23:35		0:22		23:57
365			5		23:37		0:00		23:37		0:27		00:04
366			5		23:38		0:00		23:38		0:15		23:53
367			1		23:39		0:00		23:39		0:19		23:58
368			3		23:41		0:00		23:41		0:25		00:06
369			1		23:46		0:00		23:46		0:24		00:10
370			1		23:47		0:00		23:47		0:20		00:07
371			4		23:50		0:00		23:50		0:17		00:07
372			5		23:55		0:00		23:55		0:23		00:18
373			3		23:56		0:00		23:56		0:14		00:10
374			8		23:57		0:00		23:57		0:25		00:22
375			2		23:59		0:00		23:59		0:12		00:11
376			3		23:59		0:00		23:59		0:30		00:29
377			5		00:02		0:00		00:02		0:30		00:32
378			1		00:09		0:00		00:09		0:18		00:27
379			2		00:13		0:00		00:13		0:13		00:26
380			7		00:15		0:00		00:15		0:08		00:23
381			3		00:21		0:00		00:21		0:10		00:31
382			1		00:25		0:00		00:25		0:23		00:48
383			6		00:27		0:00		00:27		0:07		00:34
384			2		00:28		0:00		00:28		0:29		00:57
385			4		00:30		0:00		00:30		0:08		00:38
386			8		00:31		0:00		00:31		0:26		00:57
387			4		00:32		0:00		00:32		0:14		00:46
388			2		00:37		0:00		00:37		0:11		00:48
389			8		00:37		0:00		00:37		0:15		00:52
390			1		00:39		0:00		00:39		0:22		01:01
391			2		00:41		0:00		00:41		0:18		00:59
392			6		00:43		0:00		00:43		0:14		00:57
393			1		00:46		0:00		00:46		0:18		01:04
394			7		00:46		0:00		00:46		0:20		01:06
395			6		00:47		0:00		00:47		0:09		00:56
396			4		00:49		0:00		00:49		0:15		01:04
397			4		00:51		0:00		00:51		0:15		01:06
398			7		00:52		0:00		00:52		0:12		01:04
399			1		00:53		0:00		00:53		0:05		00:58
400			4		00:53		0:00		00:53		0:22		01:15
401			5		00:53		0:00		00:53		0:08		01:01
402			2		00:55		0:00		00:55		0:25		01:20
403			5		00:58		0:00		00:58		0:05		01:03
404			8		00:58		0:00		00:58		0:12		01:10
405			7		00:59		0:00		00:59		0:27		01:26
